Orig.Row,Sample,Water Type,PhreeqC (1= yes),pH,TDS (mg/L),Alk. (ueq/L),DICcalc (umol/L),DICexp (umol/L),Cl (umol/l),SO4 (umol/l),F (umol/l),Br (umol/l),Ca (umol/l),Mg (umol/l),Na (umol/l),K (umol/l),Si (umol/l),Al (umol/l),Ba (umol/l),Sr (umol/l),Fe (umol/l),Mn (umol/l),Calcite,± Calcite,Gypsum,± Gypsum,log PCO2,± lgPCO2,Alk* ueq/L,± Alk*,DICcalc* umol/L,± DIC*,DICexp* umol/L,SO4* (umol/l),Ca* (umol/l),Mg* (umol/l),Na* (umol/l),K* (umol/l),SO4* (ueq/l),Ca* (ueq/l),Mg* (ueq/l),Ca*+Mg* (ueq/l),(Ca+Mg-SO4)* (umol/l),(HCO3+SO4)* ueq/L,Na*+K* (umol/l),SumCat* ueq/L,Calcite*,± Calcite*,Gypsum*,± Gypsum*,log PCO2*,± lgPCO2*
713,14Hi-0715pm- r713,6.1,1,7.96,11.06,92.49793137,95.83920009,,2.800029157,12.19931424,0.899990423,,29.20030407,7.49791865,33.30030331,21.99814734,17.20122027,,,0.045000469,,,-2.887790096,0.198554277,-4.886233933,0.086320772,-4.315455145,0.201387872,92.49,12.95,95.83,13.44,,12.05,29.15,7.23,30.90,21.95,24.11,58.30,14.45,72.75,24.32,116.60,52.84,125.59,-2.89,0.20,-4.89,0.09,-4.32,0.20
714,14Hi-0716am- r714,6.1,1,8.1,12.88,109.0977581,111.6666714,,3.900047688,14.89918951,1.09999029,,32.5003974,8.397684124,39.20042817,25.3979071,19.70143338,,,0.050000611,,,-2.635022149,0.198069379,-4.756823128,0.086202538,-4.385666542,0.201838746,109.08,15.27,111.65,15.67,,14.70,32.43,8.02,35.85,25.32,29.39,64.85,16.04,80.89,25.75,138.48,61.18,142.07,-2.64,0.20,-4.76,0.09,-4.39,0.20
715,14Hi-0716am- r715,6.1,1,8.1,12.88,109.0977581,111.6666714,,3.900047688,14.89918951,1.09999029,,32.5003974,8.397684124,39.20042817,25.3979071,19.70143338,,,0.050000611,,,-2.635022149,0.198069379,-4.756823128,0.086202538,-4.385666542,0.201838746,109.08,15.27,111.65,15.67,,14.70,32.43,8.02,35.85,25.32,29.39,64.85,16.04,80.89,25.75,138.48,61.18,142.07,-2.64,0.20,-4.76,0.09,-4.39,0.20
716,14Hi-0715am- r716,6.1,1,8.25,13.69,111.4977938,112.8590717,,5.900076642,15.19918487,0.999991936,,38.80050428,9.397415651,39.4004604,28.39768156,23.60173514,,,0.063000819,,,-2.402046635,0.197220403,-4.674171893,0.086223474,-4.528318874,0.202649331,111.47,15.61,112.84,15.86,,14.89,38.69,8.82,34.34,28.29,29.79,77.38,17.65,95.02,32.62,141.26,62.63,157.65,-2.40,0.20,-4.68,0.09,-4.53,0.20
717,14Hi-0715pm- r717,6.1,1,7.96,11.06,92.49793137,95.83920009,,2.800029157,12.19931424,0.899990423,,29.20030407,7.49791865,33.30030331,21.99814734,17.20122027,,,0.045000469,,,-2.887790096,0.198554277,-4.886233933,0.086320772,-4.315455145,0.201387872,92.49,12.95,95.83,13.44,,12.05,29.15,7.23,30.90,21.95,24.11,58.30,14.45,72.75,24.32,116.60,52.84,125.59,-2.89,0.20,-4.89,0.09,-4.32,0.20
718,14Hi-0716LP- r718,6.1,1,7.97,12.43,111.8976503,115.8785153,,2.900034158,13.4992596,0.899991651,,30.20035571,7.397956501,34.70036343,21.69820222,17.00122929,,,0.046000542,,,-2.783592871,0.198594224,-4.829543384,0.086265391,-4.243328373,0.201335307,111.89,15.67,115.87,16.25,,13.35,30.15,7.12,32.21,21.64,26.70,60.29,14.23,74.52,23.91,138.58,53.86,128.38,-2.78,0.20,-4.83,0.09,-4.24,0.20
719,14Hi-0717am- r719,6.1,1,8.18,12.95,111.1977302,113.1464691,,3.300040805,15.79914272,1.099990441,,32.90040681,7.897823059,38.70042803,24.69796817,18.80137048,,,0.050000618,,,-2.542419982,0.197709869,-4.726372026,0.086149372,-4.458160623,0.202178007,111.18,15.57,113.13,15.89,,15.63,32.84,7.58,35.87,24.64,31.26,65.68,15.15,80.83,24.79,142.44,60.51,141.33,-2.54,0.20,-4.73,0.09,-4.46,0.20
720,14Hi-0718am- r720,6.1,1,8.25,12.85,104.597851,105.8775048,,4.400053823,15.59915159,1.199989413,,36.20044303,8.497656644,39.00042617,25.49789898,20.90152079,,,0.048000587,,,-2.458925739,0.197233028,-4.69128771,0.086174378,-4.555844962,0.202643726,104.58,14.64,105.86,14.88,,15.37,36.12,8.07,35.23,25.42,30.74,72.24,16.14,88.37,28.82,135.32,60.64,149.01,-2.46,0.20,-4.70,0.09,-4.55,0.20
721,14Hi-0718pm- r721,6.1,1,7.73,13.59,121.4975573,129.5882665,,4.800060827,13.79925548,0.899992456,,32.10040678,8.697605281,36.00040922,23.39808229,17.50128109,,,0.050000634,,,-2.959512025,0.199174133,-4.795893842,0.086274682,-3.96618851,0.200782306,121.48,17.01,129.57,18.15,,13.55,32.01,8.23,31.88,23.31,27.10,64.02,16.46,80.48,26.69,148.58,55.19,135.67,-2.96,0.20,-4.80,0.09,-3.97,0.20
722,14Hi-0719am- r722,6.1,1,8.05,13.20,110.797755,113.8789388,,4.800060075,15.7991451,1.599986337,,34.40043054,8.197741624,39.10043834,25.19793083,19.60143175,,,0.053000663,,,-2.653769185,0.198278979,-4.707670995,0.086160013,-4.328621805,0.201638082,110.78,15.51,113.86,15.98,,15.55,34.31,7.73,34.98,25.11,31.10,68.62,15.46,84.08,26.49,141.88,60.09,144.17,-2.65,0.20,-4.71,0.09,-4.33,0.20
723,14Hi-0719pm- r723,6.1,1,7.98,12.57,107.3977544,111.0752375,,4.500053406,13.79924438,0.799992651,,31.80037741,8.297708711,35.7003771,24.69795589,18.90136838,,,0.052000617,,,-2.767905385,0.198521881,-4.798884577,0.086258798,-4.271025758,0.2014089,107.38,15.04,111.06,15.58,,13.57,31.72,7.86,31.84,24.61,27.13,63.43,15.72,79.15,26.01,134.51,56.45,135.60,-2.77,0.20,-4.81,0.09,-4.27,0.20
724,14Hi-0720am- r724,6.1,1,8.02,12.67,103.5978479,106.7384289,,6.400076823,14.99918071,0.899991854,,33.40040092,8.197737427,37.70040334,26.79778573,18.60134918,,,0.051000612,,,-2.723167408,0.198370458,-4.742381243,0.08619589,-4.327106538,0.201556529,103.57,14.50,106.71,14.97,,14.67,33.28,7.57,32.21,26.68,29.34,66.56,15.15,81.71,26.19,132.91,58.89,140.60,-2.72,0.20,-4.75,0.09,-4.33,0.20
725,14Hi-0720pm- r725,6.1,1,7.81,11.81,100.4978158,105.9779979,,3.20003534,13.09927191,0.799991991,,30.40033573,7.597895719,33.60032722,21.89816956,17.0012168,,,0.047000519,,,-2.985921753,0.198985859,-4.838814957,0.086279046,-4.129049739,0.20097019,100.48,14.07,105.97,14.85,,12.93,30.34,7.29,30.85,21.84,25.87,60.68,14.57,75.25,24.69,126.35,52.69,127.95,-2.99,0.20,-4.84,0.09,-4.13,0.20
726,14Hi-0721am- r726,6.1,1,7.89,12.47,102.4978454,107.0269359,,9.100106985,13.79924284,0.999990702,,32.20037856,7.99779064,36.1003773,25.99784541,17.30125061,,,0.050000588,,,-2.873990574,0.198793562,-4.793210003,0.08626097,-4.201141637,0.201152827,102.46,14.35,106.99,15.00,,13.33,32.03,7.11,28.29,25.83,26.66,64.06,14.22,78.28,25.81,129.12,54.12,132.40,-2.88,0.20,-4.81,0.09,-4.20,0.20
727,14Hi-0721pm- r727,6.1,1,7.56,11.66,98.19782891,108.1027229,,2.900030937,12.79928378,0.799991691,,29.60031578,7.697865109,31.400294,19.99832086,15.70111785,,,0.046000491,,,-3.2560792,0.199392708,-4.859595408,0.086287346,-3.888063795,0.200583626,98.19,13.75,108.09,15.14,,12.65,29.55,7.42,28.91,19.94,25.30,59.09,14.83,73.92,24.31,123.48,48.86,122.78,-3.26,0.20,-4.86,0.09,-3.89,0.20
728,14Hi-0722am- r728,6.1,1,8.08,13.13,109.0977862,111.8481141,,4.100051189,17.09907424,0.899992287,,35.70044572,8.397686286,37.60042038,24.59797935,19.10139464,,,0.055000687,,,-2.614956904,0.198156073,-4.657764422,0.086085923,-4.365648892,0.201756595,109.08,15.27,111.83,15.69,,16.89,35.62,8.00,34.08,24.52,33.77,71.25,16.00,87.24,26.73,142.85,58.60,145.85,-2.61,0.20,-4.66,0.09,-4.37,0.20
729,14Hi-0722pm- r729,6.1,1,8.01,12.78,100.1979288,103.3329979,,5.300064162,17.7990296,1.099990157,,36.00043582,8.497655521,37.40040396,25.9978545,18.70135835,,,0.056000678,,,-2.71768361,0.198395574,-4.636580252,0.086040173,-4.332094951,0.201535853,100.18,14.03,103.31,14.50,,17.52,35.90,7.98,32.85,25.90,35.05,71.80,15.96,87.76,26.36,135.23,58.75,146.52,-2.72,0.20,-4.64,0.09,-4.33,0.20
730,14Hi-0723am- r730,6.1,1,8.12,13.31,108.7978124,111.1793019,,3.300041812,18.09902345,0.999991616,,37.6004764,8.597632789,38.90044211,24.6979757,19.7014421,,,0.057000722,,,-2.554613029,0.197969387,-4.611567766,0.086039284,-4.407345626,0.201935557,108.78,15.23,111.17,15.61,,17.93,37.54,8.28,36.07,24.64,35.86,75.08,16.55,91.63,27.89,144.64,60.71,152.33,-2.55,0.20,-4.62,0.09,-4.41,0.20
731,14Hi-0723pm- r731,6.1,1,8,12.68,105.3978105,108.8099622,,2.90003481,16.39910424,0.899991854,,34.60041532,8.497654649,36.20038728,23.19808317,18.60134917,,,0.054000648,,,-2.722234873,0.198453461,-4.688420593,0.086113125,-4.29988941,0.201475936,105.39,14.76,108.80,15.26,,16.25,34.55,8.22,33.71,23.14,32.50,69.09,16.43,85.52,26.51,137.88,56.86,142.38,-2.72,0.20,-4.69,0.09,-4.30,0.20
732,14Hi-0724am- r732,6.1,1,8.17,13.36,111.4977645,113.5198709,,4.500057274,16.99908378,0.899992506,,36.0004582,8.397688323,38.10043521,25.4979116,20.10147254,,,0.0550007,,,-2.512995759,0.197736942,-4.657068507,0.086097909,-4.447113937,0.2021538,111.48,15.61,113.50,15.94,,16.77,35.92,7.96,34.24,25.41,33.53,71.83,15.92,87.75,27.11,145.01,59.65,147.40,-2.51,0.20,-4.66,0.09,-4.45,0.20
733,14Hi-0724pm- r733,6.1,1,7.88,12.33,99.89788468,104.4244781,,4.400051052,15.39915269,0.999990548,,33.50038869,8.697595981,36.70037793,23.89801576,17.90129122,,,0.053000615,,,-2.878251383,0.198805647,-4.728930628,0.086164772,-4.202326785,0.201143365,99.88,13.99,104.41,14.64,,15.17,33.42,8.27,32.92,23.82,30.34,66.83,16.54,83.37,26.52,130.22,56.74,140.11,-2.88,0.20,-4.74,0.09,-4.20,0.20
734,14Hi-0725am- r734,6.1,1,8.21,12.98,107.5978112,109.2474579,,8.300103212,15.89913852,0.899992242,,33.60041806,7.897823667,36.30040403,28.49765758,18.20132802,,,0.052000647,,,-2.51817464,0.197539001,-4.714914701,0.086149571,-4.502865326,0.202344924,107.56,15.06,109.22,15.34,,15.47,33.44,7.09,29.18,28.34,30.94,66.89,14.18,81.07,25.06,138.50,57.52,138.59,-2.52,0.20,-4.73,0.09,-4.50,0.20
735,14Hi-0725pm- r735,6.1,1,8.19,12.41,101.4978744,103.1730938,,5.200061541,15.99912348,0.799992624,,35.1004156,8.297708481,35.60037486,23.49805442,18.80136051,,,0.055000651,,,-2.54411595,0.197603354,-4.692825373,0.086136208,-4.508038673,0.202291729,101.48,14.21,103.15,14.49,,15.73,35.00,7.79,31.14,23.40,31.46,70.00,15.58,85.59,27.06,132.94,54.54,140.13,-2.54,0.20,-4.70,0.09,-4.51,0.20
736,14Hi-0726am- r736,6.1,1,8.08,13.20,110.6977582,113.4870532,,4.900061377,16.39911281,0.899992324,,35.90044968,8.297714168,37.30041854,23.59806245,19.90145387,,,0.054000676,,,-2.606128323,0.19815264,-4.673380116,0.086128107,-4.359321508,0.201758779,110.68,15.50,113.47,15.92,,16.15,35.81,7.82,33.10,23.51,32.29,71.62,15.64,87.26,27.48,142.97,56.60,143.86,-2.61,0.20,-4.68,0.09,-4.36,0.20
737,14Hi-0726pm- r737,6.1,1,8.22,13.06,112.4977174,114.1496063,,3.000037463,16.19912313,0.89999229,,36.00044984,8.397686372,35.70039922,23.09810261,19.20140199,,,0.0560007,,,-2.459286072,0.197485758,-4.677443467,0.086138625,-4.493687933,0.202390623,112.48,15.75,114.14,16.03,,16.04,35.94,8.11,33.13,23.04,32.09,71.89,16.21,88.10,28.01,144.57,56.17,144.27,-2.46,0.20,-4.68,0.09,-4.49,0.20
738,14Hi-0727am- r738,6.1,1,8.52,13.48,117.6976775,117.2669229,,5.000065223,16.89909466,0.99999199,,36.30047382,8.697608592,37.70044258,22.89813179,19.70144947,,,0.056000731,,,-2.141978291,0.195070013,-4.656772512,0.086111788,-4.779190164,0.204678808,117.68,16.48,117.25,16.52,,16.64,36.21,8.21,33.41,22.80,33.28,72.41,16.42,88.83,27.78,150.96,56.21,145.05,-2.14,0.20,-4.66,0.09,-4.78,0.20
739,14Hi-0727pm- r739,6.1,1,8.04,12.86,108.6977608,111.8146508,,4.300052361,15.89913431,0.89999201,,34.20041646,8.497656124,36.10039248,22.2981614,19.40141057,,,0.05500067,,,-2.674194516,0.198312436,-4.706901701,0.086144761,-4.326795507,0.201607851,108.68,15.22,111.80,15.69,,15.68,34.12,8.08,32.41,22.22,31.35,68.24,16.16,84.40,26.52,140.03,54.63,139.03,-2.67,0.20,-4.71,0.09,-4.33,0.20
740,14Hi-0728.08- r740,6.1,1,8.28,13.51,113.897738,115.1011519,,2.800036169,16.5991086,0.899992677,,39.00050407,8.397689978,38.00044128,25.49791645,20.70152042,,,0.057000737,,,-2.360821627,0.197092668,-4.63357673,0.086135381,-4.54929926,0.202764909,113.89,15.95,115.09,16.17,,16.45,38.95,8.13,35.60,25.45,32.91,77.90,16.25,94.15,30.62,146.79,61.04,155.19,-2.36,0.20,-4.64,0.09,-4.55,0.20
741,14Hi-0728.10- r741,6.1,1,8.34,14.65,126.4976293,127.3859546,,3.800053337,17.69906936,0.999992981,,39.7005576,8.997535057,40.10051052,27.09781602,22.40167034,,,0.062000871,,,-2.249528256,0.196704581,-4.599906729,0.086096909,-4.564719533,0.203116093,126.48,17.71,127.37,17.91,,17.50,39.63,8.63,36.84,27.03,35.01,79.26,17.26,96.51,30.75,161.49,63.87,160.38,-2.25,0.20,-4.60,0.09,-4.56,0.20
742,14Hi-0728.12- r742,6.1,1,8.38,14.93,128.7976262,129.3995361,,3.700053085,18.59902783,0.999993293,,40.80058574,9.0975105,41.70054386,27.19781643,22.30166983,,,0.06200089,,,-2.191019528,0.196402649,-4.567411284,0.086056561,-4.597608732,0.203398355,128.78,18.03,129.39,18.19,,18.41,40.73,8.74,38.53,27.13,36.82,81.46,17.47,98.94,31.06,165.60,65.65,164.59,-2.19,0.20,-4.57,0.09,-4.60,0.20
743,14Hi-0728.14- r743,6.1,1,8.08,15.58,131.6976296,135.0323658,,5.800085715,19.19900458,1.199992469,,42.50062809,9.29745971,42.40057128,27.59779622,23.50176982,,,0.066000975,,,-2.460407532,0.198168634,-4.536782224,0.086037539,-4.284410945,0.201728253,131.67,18.44,135.01,18.94,,18.90,42.39,8.73,37.42,27.49,37.80,84.78,17.47,102.25,32.23,169.47,64.91,167.16,-2.46,0.20,-4.54,0.09,-4.28,0.20
744,14Hi-0728.16- r744,6.1,1,8.37,14.73,124.3976848,125.0312977,,5.300075082,18.49902969,1.199991734,,41.3005854,9.197481467,41.80053761,28.09773909,21.50160603,,,0.063000893,,,-2.208928432,0.19645759,-4.564824665,0.08606263,-4.6022126,0.203353783,124.38,17.42,125.01,17.58,,18.22,41.20,8.68,37.25,28.00,36.45,82.40,17.36,99.76,31.66,160.82,65.25,165.02,-2.21,0.20,-4.57,0.09,-4.60,0.20
745,14Hi-0728.18- r745,6.1,1,8.28,14.39,126.1976061,127.5769609,,3.200044185,17.79905989,0.899993478,,39.40054403,8.697615157,38.90048636,24.6980038,20.60153142,,,0.060000828,,,-2.312624246,0.197152552,-4.600265404,0.086083912,-4.504768258,0.202690751,126.18,17.67,127.56,17.92,,17.63,39.34,8.39,36.15,24.64,35.27,78.68,16.77,95.45,30.09,161.45,60.79,156.25,-2.31,0.20,-4.60,0.09,-4.50,0.20
746,14Hi-0728.20- r746,6.1,1,8.19,13.69,114.9977355,116.9282856,,3.900051035,17.4990631,0.899992828,,39.10051166,8.697608878,38.40045239,25.29793704,19.60144293,,,0.056000733,,,-2.444671607,0.197648551,-4.610019952,0.086088313,-4.454025381,0.20223422,114.98,16.10,116.91,16.42,,17.30,39.03,8.32,35.05,25.23,34.59,78.05,16.64,94.69,30.05,149.58,60.28,154.97,-2.44,0.20,-4.62,0.09,-4.45,0.20
747,14Hi-0728.22- r747,6.1,1,8.17,14.09,120.7976683,123.0165134,,6.600088932,16.69911242,0.99999242,,38.70052146,8.897557368,38.00046244,26.19787384,19.60145054,,,0.060000808,,,-2.447662273,0.197775491,-4.635082893,0.08614176,-4.412420804,0.202107069,120.77,16.91,122.99,17.27,,16.36,38.58,8.26,32.34,26.07,32.72,77.15,16.51,93.66,30.47,153.49,58.41,152.07,-2.45,0.20,-4.64,0.09,-4.41,0.20
748,14Hi-0729.00- r748,6.1,1,8.26,13.96,121.5976442,123.071532,,5.600075059,16.49912201,0.999992349,,38.20051235,8.797584266,37.90045853,25.29794508,19.20141957,,,0.060000805,,,-2.359590119,0.197272079,-4.646057464,0.0861493,-4.50016246,0.202582573,121.57,17.02,123.05,17.29,,16.21,38.09,8.25,33.10,25.19,32.42,76.19,16.50,92.69,30.14,153.99,58.29,150.98,-2.36,0.20,-4.65,0.09,-4.50,0.20
749,14Hi-0729.02- r749,6.1,1,8.42,14.15,126.5975807,126.9059556,,2.800038267,16.89910504,0.899993351,,40.00054668,8.997531654,38.30047346,22.99813795,19.60145432,,,0.06000082,,,-2.165090625,0.196095055,-4.616574121,0.086136056,-4.645166243,0.203689421,126.59,17.72,126.90,17.85,,16.75,39.95,8.72,35.90,22.95,33.51,79.90,17.45,97.35,31.92,160.09,58.84,156.19,-2.16,0.20,-4.62,0.09,-4.64,0.20
750,14Hi-0729.04- r750,6.1,1,8.05,14.25,122.3976455,125.7992131,,3.000040624,16.99909761,0.899993238,,41.60056332,9.497393331,39.00047722,23.6980783,20.30150371,,,0.063000853,,,-2.52813986,0.198288453,-4.597169954,0.086135646,-4.285341071,0.201621038,122.38,17.14,125.79,17.65,,16.84,41.54,9.21,36.43,23.64,33.69,83.09,18.41,101.50,33.91,156.07,60.07,161.57,-2.53,0.20,-4.60,0.09,-4.28,0.20
751,14Hi-0729.06- r751,6.1,1,8.22,14.33,122.2976667,124.0891724,,3.000041096,17.39907911,1.099991908,,41.40056712,9.297449671,40.30049947,25.69792018,20.90155144,,,0.063000863,,,-2.362516139,0.19747857,-4.589477289,0.086115375,-4.457404927,0.202388568,122.28,17.12,124.08,17.43,,17.24,41.34,9.01,37.73,25.64,34.49,82.69,18.01,100.70,33.11,156.77,63.37,164.07,-2.36,0.20,-4.59,0.09,-4.46,0.20
752,14Hi-0729am- r752,6.1,1,8.3,14.63,116.5978034,117.64373,,4.500062724,18.59902016,1.099992172,,44.50062052,9.797314962,42.90054199,28.79767622,24.30180966,,,0.072001004,,,-2.275783742,0.196889685,-4.53035361,0.086066672,-4.559941814,0.202959775,116.58,16.32,117.63,16.54,,18.37,44.42,9.36,39.04,28.71,36.73,88.83,18.72,107.55,35.41,153.31,67.75,175.30,-2.28,0.20,-4.54,0.09,-4.56,0.20
753,14Hi-0729pm- r753,6.1,1,8.37,15.36,124.8977518,125.5398788,,10.10014925,18.99901506,1.099993095,,40.10059286,9.397432451,48.80065745,33.89729314,22.20167188,,,0.062000917,,,-2.222377733,0.196463628,-4.566644183,0.086049135,-4.600973506,0.20334797,124.85,17.49,125.50,17.65,,18.48,39.91,8.41,40.13,33.71,36.95,79.82,16.83,96.65,29.85,161.81,73.84,170.49,-2.22,0.20,-4.58,0.09,-4.60,0.20
754,14Hi-0730am- r754,6.1,1,8.38,13.76,114.6977523,115.1845243,,4.300056679,17.39907023,1.099991339,,36.50048138,8.797582296,41.70049524,26.69782543,21.80160696,,,0.057000752,,,-2.288331202,0.19634069,-4.642063593,0.086088421,-4.647836492,0.203479974,114.68,16.06,115.17,16.20,,17.18,36.42,8.38,38.01,26.62,34.35,72.84,16.76,89.60,27.62,149.03,64.63,154.23,-2.29,0.20,-4.65,0.09,-4.65,0.20
755,14Hi-0730pm- r755,6.1,1,8.34,14.22,122.097665,122.9424264,,4.100055981,17.69906259,0.899993339,,38.8005301,8.797586465,41.0005063,25.49793522,21.00155792,,,0.058000792,,,-2.272734335,0.196695878,-4.609555814,0.086086817,-4.579651557,0.203129983,122.08,17.09,122.93,17.28,,17.49,38.72,8.40,37.48,25.42,34.97,77.45,16.80,94.24,29.63,157.05,62.90,157.15,-2.27,0.20,-4.61,0.09,-4.58,0.20
756,14Hi-0731am- r756,6.1,1,7.69,13.48,108.0978054,116.0469709,,6.300078594,16.09912822,0.899992279,,34.80043414,7.997796384,38.00042447,26.89779016,20.10146746,,,0.054000674,,,-3.017395504,0.199208698,-4.694440129,0.086141652,-3.97734013,0.200756181,108.07,15.13,116.02,16.26,,15.77,34.68,7.38,32.59,26.78,31.55,69.36,14.77,84.13,26.29,139.62,59.37,143.51,-3.02,0.20,-4.70,0.09,-3.98,0.20
757,14Hi-0731pm- r757,6.1,1,8.01,13.31,111.697746,115.1978269,,4.00005039,16.69909777,0.899992389,,34.70043714,8.797577099,38.6004359,24.39799852,19.60143336,,,0.055000693,,,-2.684664114,0.198421489,-4.680601677,0.086109381,-4.284456585,0.201502116,111.68,15.64,115.18,16.16,,16.49,34.63,8.41,35.17,24.32,32.98,69.25,16.82,86.07,26.54,144.67,59.49,145.56,-2.68,0.20,-4.69,0.09,-4.28,0.20
758,14Hi-0801am- r758,6.1,1,7.88,11.63,99.69781745,104.2244869,,4.000043543,15.49913607,0.899990848,,20.80022642,5.998337756,35.00033533,21.4981996,18.4013141,,,,,,-3.083180643,0.198815945,-4.927658397,0.086069719,-4.202552438,0.201132104,99.68,13.96,104.21,14.61,,15.29,20.72,5.61,31.57,21.42,30.58,41.45,11.22,52.67,11.04,130.27,52.99,105.66,-3.08,0.20,-4.93,0.09,-4.20,0.20
759,14Hi-0717RG- r759,6.1,1,7.81,5.78,55.89847206,58.61906602,,2.30001252,4.399730831,0.199996878,,17.90009752,4.898615861,6.200025658,8.299259794,7.40048822,,,0.023000125,,,-3.406904068,0.198715383,-5.535847747,0.086745438,-4.36946329,0.201255588,55.89,7.83,58.61,8.22,,4.28,17.86,4.67,4.23,8.26,8.56,35.71,9.35,45.06,18.25,64.45,12.48,57.55,-3.41,0.20,-5.55,0.09,-4.37,0.20
761,14Hi-SG- r761,3,,5.31,0.03,,,,0.20,,,,,,0.399995998,0.100000767,0.1,,,,,,,,,,,,,,,,,,,,0.23,0.10,,,,,,,0.32,0.32,,,,,,
762,14Hi-0708LGS- r762,6.1,,5.58,1.17,,,,8.80,1.499900067,,,4.200209591,1.7,1.399985994,2.200016881,6.4,,,10,,,,,,,,,,,,,,1.04,4.03,0.84,0.00,2.04,2.09,8.07,1.69,9.76,3.83,,2.04,11.79,,,,,,
763,14Hi-0723TML- r763,7.6,1,7.08,7.65,64.29829907,81.07125786,,3.800024031,2.099873372,,,16.20010245,3.998873593,10.6000532,18.5983576,12.20081565,,,0.020000126,,,-4.062876033,0.199471178,-5.908996266,0.086957458,-3.561670536,0.200525872,64.28,9.00,81.06,11.34,,1.90,16.13,3.63,7.34,18.53,3.81,32.26,7.26,39.51,17.85,68.09,25.87,65.38,-4.06,0.20,-5.95,0.09,-3.56,0.20
779,15T- GL13-01  - r779,6.1,,6.11,8.05,,,,,,,,77.84819602,14.81176713,54.80643758,29.92480434,35.60492772,,,111.1618352,,,,,,,,,,,,,,,77.85,14.81,54.81,29.92,,155.70,29.62,185.32,,,84.73,270.05,,,,,,
780,15T- GL13-02  - r780,6.1,,6.3,8.80,,,,,,,,82.08992465,16.45751903,69.16050457,29.41326922,39.52146977,,,108.5368637,1.074402364,,,,,,,,,,,,,,82.09,16.46,69.16,29.41,,164.18,32.92,197.09,,,98.57,295.67,,,,,,
781,15T- GL13-03  - r781,6.1,,6.02,10.21,,,,,,,,97.80927192,17.69183296,83.51457155,34.01708527,43.43801182,,,142.6614928,1.074402364,,,,,,,,,,,,,,97.81,17.69,83.51,34.02,,195.62,35.38,231.00,,,117.53,348.53,,,,,,
782,15T- GL13-05  - r782,6.1,,6.1,5.49,,,,,,,,75.60257498,16.868957,,15.34605351,24.21135085,,,186.0305866,,,,,,,,,,,,,,,75.60,16.87,,15.35,,151.21,33.74,184.94,,,,184.94,,,,,,
783,15T- GL13-16  - r783,6.1,,6.6,3.33,,,,,,,,42.41728629,9.463073442,,12.27684281,15.31011892,,,81.60237389,,,,,,,,,,,,,,,42.42,9.46,,12.28,,84.83,18.93,103.76,,,,103.76,,,,,,
784,15T- GL13-21  - r784,6.1,,6.16,6.19,,,,,,,,76.35111533,15.2232051,,,45.93035676,,,139.237617,,,,,,,,,,,,,,,76.35,15.22,,,,152.70,30.45,183.15,,,,183.15,,,,,,
785,15T- GL13-21  - r785,6.1,,6.16,3.02,,,,,,,,67.61814462,12.75457725,,,,,,,,,,,,,,,,,,,,,67.62,12.75,,,,135.24,25.51,160.75,,,,160.75,,,,,,
787,15T- GL13-10  - r787,3,,5.71,0.00,,,,,,,,,,,,,,,9.586852317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,15T- GL13-14  - r788,3,,5.71,0.00,,,,,,,,,,,,,,,9.016206346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,14Y-KISS- r789,6.1,,,17.68,,,,34.00,75.99493671,,,101.5050651,73,59.99939974,50.00038365,,,,,,,,,,,,,,,,,,74.24,100.86,69.69,30.83,49.36,148.47,201.73,139.38,341.11,96.32,,80.19,421.30,,,,,,
790,14Y-KISS- r790,6.1,,,18.63,,,,23.00,81.99453698,,,119.0059384,57,77.99921966,51.00039132,,,,,,,,,,,,,,,,,,80.81,118.57,54.76,58.26,50.57,161.61,237.15,109.52,346.67,92.53,,108.83,455.50,,,,,,
791,14Y-KISS- r791,6.1,,,20.16,,,,34.00,82.99447035,,,113.505664,71,110.9988895,55.00042202,,,,,,,,,,,,,,,,,,81.24,112.86,67.69,81.83,54.36,162.47,225.73,135.38,361.11,99.32,,136.19,497.30,,,,,,
792,14Y-KISS- r792,6.1,,,21.28,,,,30.00,90.99393738,,,119.5059634,68.5,117.9988195,59.00045271,,,,,,,,,,,,,,,,,,89.44,118.94,65.58,92.26,58.44,178.88,237.88,131.16,369.04,95.08,,150.70,519.74,,,,,,
793,14Y-KISS- r793,6.1,,,19.25,,,,20.00,78.99473684,,,129.0064374,54.5,106.9989295,51.00039132,,,,,,,,,,,,,,,,,,77.96,128.63,52.55,89.84,50.63,155.92,257.26,105.11,362.37,103.22,,140.46,502.83,,,,,,
794,14Y-KISS- r794,6.1,,,17.02,,,,9.00,77.99480346,,,113.505664,38,85.99913963,45.00034529,,,,,,,,,,,,,,,,,,77.53,113.34,37.12,78.28,44.83,155.06,226.67,74.25,300.92,72.93,,123.11,424.03,,,,,,
795,14Y-KISS- r795,6.1,,,11.78,,,,,53.9964024,,,82.50411697,27.5,55.99943976,34.00026088,,,,,,,,,,,,,,,,,,54.00,82.50,27.50,56.00,34.00,107.99,165.01,55.00,220.01,56.01,,90.00,310.01,,,,,,
