Orig.Row,Sample,Water Type,PhreeqC (1= yes),pH,TDS (mg/L),Alk. (ueq/L),DICcalc (umol/L),DICexp (umol/L),Cl (umol/l),SO4 (umol/l),F (umol/l),Br (umol/l),Ca (umol/l),Mg (umol/l),Na (umol/l),K (umol/l),Si (umol/l),Al (umol/l),Ba (umol/l),Sr (umol/l),Fe (umol/l),Mn (umol/l),Calcite,± Calcite,Gypsum,± Gypsum,log PCO2,± lgPCO2,Alk* ueq/L,± Alk*,DICcalc* umol/L,± DIC*,DICexp* umol/L,SO4* (umol/l),Ca* (umol/l),Mg* (umol/l),Na* (umol/l),K* (umol/l),SO4* (ueq/l),Ca* (ueq/l),Mg* (ueq/l),Ca*+Mg* (ueq/l),(Ca+Mg-SO4)* (umol/l),(HCO3+SO4)* ueq/L,Na*+K* (umol/l),SumCat* ueq/L,Calcite*,± Calcite*,Gypsum*,± Gypsum*,log PCO2*,± lgPCO2*
901,16LH-Leverett- r901,6.1,,,4.94,,,,,,,,46.00229552,24,47.99951979,36.00027623,,,70.00662652,78,17.04661048,186,,,,,,,,,,,,,46.00,24.00,48.00,36.00,,92.00,48.00,140.00,,,84.00,224.00,,,,,,
902,16LH-Leverett- r902,6.1,,,0.72,,,,,,,,11.00054893,2,9.999899957,,,,5.000473323,10,0.567020306,18,,,,,,,,,,,,,11.00,2.00,10.00,,,22.00,4.00,26.00,,,,26.00,,,,,,
903,16LH-Leverett- r903,6.1,,,3.31,,,,,,,,34.00169669,14,35.99963984,20.00015346,,,42.00397591,58,8.89531856,116,,,,,,,,,,,,,34.00,14.00,36.00,20.00,,68.00,28.00,96.00,,,56.00,152.00,,,,,,
904,16LH-Leverett- r904,6.1,,,4.06,,,,,,,,41.00204601,13,48.99950979,25.00019183,,,23.00217728,56,4.208150703,75,,,,,,,,,,,,,41.00,13.00,49.00,25.00,,82.00,26.00,108.00,,,74.00,182.00,,,,,,
905,16LH-Site 1- r905,6.1,,,3.87,,,,,,,,48.00239533,13,34.99964985,21.00016113,,,15.00141997,65,1.907068296,91,,,,,,,,,,,,,48.00,13.00,35.00,21.00,,96.00,26.00,122.00,,,56.00,178.00,,,,,,
906,16LH-Site 2- r906,6.1,,,3.25,,,,,,,,43.00214582,11,25.99973989,17.00013044,,,10.00094665,55,0.665023816,102,,,,,,,,,,,,,43.00,11.00,26.00,17.00,,86.00,22.00,108.00,,,43.00,151.00,,,,,,
907,16LH-Site 3- r907,6.1,,,1.95,,,,,,,,26.00129747,9,12.99986994,10.00007673,,,11.00104131,38,1.600057301,86,,,,,,,,,,,,,26.00,9.00,13.00,10.00,,52.00,18.00,70.00,,,23.00,93.00,,,,,,
908,16LH-Site 4- r908,6.1,,,2.26,,,,,,,,27.00134737,12,19.99979991,11.0000844,,,17.0016093,39,2.479088781,59,,,,,,,,,,,,,27.00,12.00,20.00,11.00,,54.00,24.00,78.00,,,31.00,109.00,,,,,,
1021,18D-WR6-PWC- r1021,8.3,1,8.21,68.08,405.4697338,398.1528221,398.1375969,27.3320593,200.5959763,,,314.9146639,45.68896939,79.10358022,93.79549181,77.89799844,2.25354396,0.041460989,0.398493459,0.176930457,0.008842476,-0.864972963,0.20115328,-2.781230936,0.081919684,-3.901441408,0.198310905,405.35,55.27,398.05,55.74,398.03,199.18,314.40,43.03,55.65,93.28,398.36,628.80,86.06,714.86,158.25,803.72,148.94,863.79,-0.86,0.20,-2.78,0.08,-3.90,0.20
1022,18D-WR6-PWC- r1022,8.3,1,8.39,67.10,602.6297893,593.3402085,593.3235702,14.31232839,107.1967565,,,262.9095613,39.09016379,76.10266834,76.79552569,73.23668756,2.116977024,0.028175128,0.315806714,0.161015667,0.006779675,-0.645710949,0.19931203,-3.106471093,0.084143762,-3.926188338,0.199653745,602.57,82.93,593.29,83.07,593.27,106.46,262.64,37.70,63.82,76.53,212.91,525.28,75.39,600.67,193.88,815.48,140.35,741.02,-0.65,0.20,-3.11,0.08,-3.93,0.20
1023,18D-WR6-PWC- r1023,8.3,1,8.27,73.10,551.310836,547.0259899,547.0064273,22.99021287,147.3966782,,,336.2148227,49.38795394,83.10355535,85.39568393,88.55049677,1.797990785,0.033626472,0.385101742,0.222215769,0.007344373,-0.719513845,0.200926876,-2.874106052,0.083402615,-3.8486316,0.198365889,551.21,75.96,546.94,76.58,546.92,146.21,335.78,47.15,63.38,84.97,292.42,671.56,94.30,765.86,236.72,843.63,148.34,914.21,-0.72,0.20,-2.88,0.08,-3.85,0.20
1024,18D-WR6-PWC- r1024,8.3,1,7.88,108.64,716.0926537,738.7162185,738.6700159,47.6876811,292.8012437,,,547.1387755,92.57989936,70.70491856,107.8974367,73.23921458,0.672090329,0.058462181,0.621724613,0.1297653,0.021817277,-0.808236988,0.206562044,-2.412752912,0.081409638,-3.342703084,0.192972489,715.89,99.82,738.53,103.42,738.49,290.33,546.24,87.94,29.79,107.01,580.67,1092.48,175.88,1268.36,343.84,1296.56,136.79,1405.15,-0.81,0.21,-2.41,0.08,-3.34,0.19
1025,18D-WR6-PWD- r1025,8.3,1,8.04,72.54,468.3307244,466.9400457,466.9217935,40.35296011,175.1966346,,,353.5167618,51.48761318,81.30374887,93.49558565,87.21920056,2.337402481,0.052654583,0.450022673,0.410939592,0.017285155,-0.939676852,0.203459175,-2.791206362,0.082744277,-3.672055517,0.196095733,468.16,64.11,466.79,65.37,466.77,173.11,352.76,47.56,46.68,92.74,346.22,705.51,95.12,800.63,227.21,814.38,139.42,940.05,-0.94,0.20,-2.79,0.08,-3.67,0.20
1026,18D-WR6-PWD- r1026,8.3,1,7.9,77.29,480.3741955,490.764164,490.7432329,48.13184387,191.2970066,,,383.3195398,59.28594825,83.50414769,94.59587059,87.88530896,1.249996849,0.053347968,0.47928136,0.20336268,0.011729072,-1.079558417,0.206218871,-2.717257998,0.08257375,-3.530249342,0.193422036,480.17,66.47,490.58,68.71,490.56,188.81,382.41,54.60,42.21,93.70,377.62,764.83,109.20,874.03,248.21,857.79,135.90,1009.93,-1.08,0.21,-2.72,0.08,-3.53,0.19
1027,18D-WR6-PWD- r1027,8.3,1,8.08,90.49,574.1050194,579.6808623,579.6510104,57.18570864,231.9984223,,,450.8269695,70.78384946,94.10550682,100.6964952,90.54930127,1.207366684,0.049479283,0.538321522,0.142256199,0.007010626,-0.787061321,0.203452549,-2.575498697,0.082095108,-3.642360357,0.196052664,573.86,79.57,579.46,81.16,579.43,229.04,449.75,65.22,45.04,99.63,458.08,899.50,130.44,1029.93,285.93,1031.94,144.67,1174.60,-0.79,0.20,-2.58,0.08,-3.64,0.20
1028,18D-WR6-PWD- r1028,8.3,1,7.89,115.71,683.4028874,702.6997904,702.6499257,80.24539722,338.2042835,,,608.7482656,97.77959369,85.90669916,109.0983265,85.22453073,0.69241916,0.056957781,0.677894766,0.155901197,0.010991852,-0.756207741,0.20605544,-2.319353637,0.08084029,-3.368154429,0.193497986,683.06,95.21,702.39,98.38,702.34,334.05,607.24,89.97,17.05,107.60,668.11,1214.47,179.94,1394.41,363.15,1351.17,124.65,1519.06,-0.76,0.21,-2.32,0.08,-3.37,0.19
1029,18D-WR6-PWE- r1029,8.3,1,7.76,134.56,640.9481196,666.1892073,666.1285742,79.58320804,491.3160757,,,713.2708561,109.2793857,71.80703959,138.7006541,102.5378199,0.696484626,0.102575374,0.945185791,0.038837333,0.043098155,-0.830800887,0.208278076,-2.117343038,0.078820866,-3.258960092,0.191354703,640.61,89.27,665.88,93.27,665.82,487.20,711.77,101.53,3.52,137.21,974.40,1423.54,203.07,1626.61,326.10,1615.01,140.73,1767.34,-0.83,0.21,-2.12,0.08,-3.26,0.19
1030,18D-WR6-PWE- r1030,8.3,1,7.85,110.09,630.4300548,654.0761124,654.0318022,46.30463915,341.0032218,,,584.2444433,92.18046557,61.60460586,110.3979514,82.89390577,0.498200371,0.076354123,0.702973151,0.040757881,0.018588136,-0.898397457,0.2076434,-2.318707797,0.080692418,-3.376065925,0.191972406,630.23,87.92,653.90,91.57,653.85,338.61,583.37,87.67,21.87,109.53,677.22,1166.74,175.35,1342.09,332.44,1307.45,131.41,1473.50,-0.90,0.21,-2.32,0.08,-3.38,0.19
1031,18D-WR6-PWE- r1031,8.3,1,8.04,98.81,638.9661822,652.3122847,652.2750524,26.05590655,276.6996625,,,522.8341947,85.28101771,60.10385252,94.39724128,66.58074014,0.640918751,0.053926579,0.568374413,0.038461803,0.010828426,-0.776651806,0.204609141,-2.437411919,0.081591784,-3.568622532,0.194919161,638.86,89.02,652.21,91.32,652.17,275.35,522.34,82.74,37.75,93.91,550.70,1044.69,165.49,1210.18,329.74,1189.56,131.66,1341.83,-0.78,0.20,-2.44,0.08,-3.57,0.19
1032,18D-WRK-PWA- r1032,8.3,1,7.77,32.98,191.2369663,195.3098986,195.3074573,8.071226393,74.19660179,,,120.2025032,26.49292174,19.60038261,66.99505536,87.88265915,0.9863372,0.017861674,0.180277196,0.184430897,0.014118511,-2.029591513,0.208649042,-3.563237603,0.084182653,-3.782695658,0.191161834,191.20,26.14,195.28,27.34,195.28,73.78,120.05,25.71,12.67,66.84,147.56,240.10,51.41,291.52,71.98,338.76,79.52,371.03,-2.03,0.21,-3.57,0.08,-3.78,0.19
1033,18D-WRK-PWA- r1033,8.3,1,7.57,77.58,466.473298,497.6844633,497.6633046,22.39949155,236.0962735,,,306.9156034,63.98482584,55.80276417,92.19596283,90.54848784,1.152945389,0.049836121,0.459673598,0.292390205,0.02455338,-1.509308626,0.214225487,-2.718151843,0.081262222,-3.208049281,0.185436084,466.38,64.64,497.60,69.68,497.58,234.94,306.49,61.80,36.58,91.78,469.88,612.99,123.61,736.60,133.36,936.25,128.36,864.96,-1.51,0.21,-2.72,0.08,-3.21,0.19
1034,18D-WRK-PWA- r1034,8.3,1,7.34,214.79,783.5740501,886.6612612,886.5185426,244.0045975,911.4935836,,,1053.878407,212.7747496,201.4338371,194.914554,92.55684455,0.34576684,0.189410665,1.559372859,0.106961979,0.121187374,-1.079644345,0.2232657,-1.740606568,0.07558424,-2.769079021,0.176320569,782.54,109.52,885.72,124.13,885.58,898.87,1049.28,189.02,0.00,190.35,1797.75,2098.56,378.05,2476.61,339.43,2580.28,190.35,2666.96,-1.08,0.22,-1.74,0.08,-2.77,0.18
1035,18D-WRK-PWA- r1035,8.3,1,7.1,235.88,800.9391443,994.7588161,994.5826375,340.2491863,971.715456,,,1128.709298,228.1766071,299.9552297,200.6182192,84.56769117,0.084443682,0.190645254,1.611281332,0.041529231,0.580569681,-1.308646525,0.238564647,-1.68973859,0.07541848,-2.525935987,0.160872487,799.49,112.14,993.45,139.27,993.28,954.12,1122.30,195.06,8.01,194.26,1908.24,2244.59,390.12,2634.71,363.24,2707.73,202.27,2836.98,-1.31,0.24,-1.69,0.08,-2.53,0.16
1036,18D-WRK-PWB- r1036,8.3,1,7.66,85.86,397.6488078,417.6262553,417.6029512,20.85041486,331.6991722,,,413.2264988,72.38379606,67.80425959,128.19609,53.9303307,0.924234437,0.07386376,0.588596807,0.138053327,0.018750696,-1.359193059,0.211268014,-2.46814574,0.079843178,-3.365662895,0.188475039,397.56,55.12,417.55,58.47,417.52,330.62,412.83,70.35,49.91,127.81,661.24,825.67,140.71,966.38,152.57,1058.80,177.72,1144.10,-1.36,0.21,-2.47,0.08,-3.37,0.19
1037,18D-WRK-PWB- r1037,8.3,1,7.41,149.19,587.6448936,646.9827419,646.9133971,94.87885953,618.0302141,,,728.5841563,128.4778419,147.9168924,171.1035734,84.56177715,2.324606973,0.145497906,1.042492978,0.663245673,0.151128043,-1.286924257,0.220948491,-2.010053674,0.077314999,-2.969531788,0.178710239,587.24,81.00,646.62,90.58,646.55,613.12,726.80,119.24,66.51,169.33,1226.25,1453.59,238.49,1692.08,232.92,1813.49,235.84,1927.91,-1.29,0.22,-2.01,0.08,-2.97,0.18
1038,18D-WRK-PWB- r1038,8.3,1,7.32,212.55,726.8159687,833.1001799,832.9656173,235.6020381,925.3955279,,,1046.77779,195.7768762,230.0387707,203.715325,85.89812675,0.990202456,0.201003162,1.47814141,0.280497142,0.597308711,-1.185918428,0.226153678,-1.724935466,0.075426633,-2.796165751,0.173449529,725.81,101.24,832.19,116.64,832.06,913.21,1042.34,172.84,27.88,199.31,1826.42,2084.68,345.69,2430.36,301.97,2552.24,227.19,2657.56,-1.18,0.23,-1.73,0.08,-2.80,0.17
1039,18D-WRK-PWC- r1039,8.3,1,6.79,232.78,634.045189,938.9212421,938.7595966,208.9097175,991.012847,,,920.3661124,333.7641305,339.3608068,185.8159558,226.4005729,0.551900203,0.203267559,1.462759909,0.319398257,0.266527698,-1.789860257,0.264630735,-1.764644629,0.074632403,-2.312632328,0.134656686,633.16,95.53,938.12,131.45,937.96,980.21,916.43,313.43,160.11,181.91,1960.42,1832.86,626.86,2459.72,249.65,2593.57,342.02,2801.74,-1.79,0.26,-1.76,0.07,-2.31,0.13
1040,18D-WRK-PWC- r1040,8.3,1,6.68,196.44,590.3863068,992.0924934,991.9585354,371.2007019,695.0533335,,,496.4711692,470.4319684,443.4629919,129.3063012,171.4587715,0.528084137,0.08707861,0.931767009,0.217950699,0.031630072,-2.225755392,0.280311234,-2.136382846,0.076972116,-2.243228634,0.118798762,588.81,110.45,990.67,138.89,990.53,675.86,489.48,434.30,124.96,122.37,1351.71,978.95,868.60,1847.55,247.92,1940.52,247.33,2094.88,-2.23,0.28,-2.14,0.08,-2.24,0.12
1041,18D-WRK-PWC- r1041,8.3,1,6.73,192.04,506.9837917,823.470482,823.3558117,424.3548544,725.4587331,,,512.1755853,493.9306584,468.8685824,132.5070172,154.8129433,0.568218618,0.103899733,0.936997581,0.23565801,0.040357204,-2.250153732,0.276499101,-2.104624672,0.076763045,-2.364748887,0.122794141,505.18,90.21,821.84,115.29,821.73,703.51,504.18,452.63,104.76,124.57,1407.02,1008.36,905.25,1913.61,253.29,1912.20,229.33,2142.94,-2.25,0.28,-2.11,0.08,-2.36,0.12
1042,18D-WR 6-2- r1042,6.1,1,7.14,10.49,66.67463555,81.19352093,81.19370676,4.400026563,14.44912454,,,35.60021492,8.847505287,28.50013486,17.49844971,17.64117428,0.293001769,0.008940054,0.035800216,0.313402535,0.160006791,-3.695683909,0.238268063,-4.740397834,0.086166736,-3.624316082,0.16149986,66.66,9.19,81.18,11.37,81.18,14.22,35.52,8.42,24.72,17.42,28.44,71.03,16.84,87.87,29.71,95.10,42.14,130.01,-3.70,0.24,-4.75,0.09,-3.62,0.16
1043,18D-WR-KISS-2- r1043,6.1,1,7.19,10.92,75.54944188,87.0917604,87.09194377,4.550028302,13.89916041,,,37.45023295,9.097436483,29.30014402,18.19839104,17.31115549,1.06270661,0.011600072,0.039400245,0.679395253,0.180007673,-3.602006103,0.235515023,-4.733983634,0.086225577,-3.640736347,0.164254354,75.53,10.02,87.07,12.19,87.07,13.66,37.36,8.65,25.40,18.11,27.33,74.73,17.31,92.04,32.36,102.86,43.51,135.55,-3.60,0.24,-4.74,0.09,-3.64,0.16
1044,18A-W25- r1044,5,1,7.01,8.98,84.99786301,101.2849476,115.893764,,,,,25.0001909,8.197701622,8.700055079,9.999130108,17.00115886,3.200024435,0.020000153,0.056000428,1.501694273,,-3.991373205,0.191448399,,,-3.456845186,0.208636574,85.00,11.90,101.28,16.21,,,25.00,8.20,8.70,10.00,,50.00,16.40,66.40,,,18.70,85.09,-3.93,0.19,,,-3.40,0.21
1045,18A-W26- r1045,6.1,,,2.48,,,,,,,,22.00109786,8.2,8.699912962,7.700059082,15,2399.955526,17.0016093,54,0.800028651,,,,,,,,,,,,,,22.00,8.20,8.70,7.70,,44.00,16.40,60.40,,,16.40,76.80,,,,,,
1046,18A-W27- r1046,6.1,,,2.54,,,,,,,,22.00109786,8.2,8.699912962,7.700059082,16,2999.944407,20.00189329,52,1.000035813,,,,,,,,,,,,,,22.00,8.20,8.70,7.70,,44.00,16.40,60.40,,,16.40,76.80,,,,,,
1047,18A-W28- r1047,6.1,,,4.27,,,,,10.99926716,,,32.00159689,8.2,8.699912962,10.00007673,19,699.9870284,20.00189329,73,0.200007163,,,,,,,,,,,,,11.00,32.00,8.20,8.70,10.00,22.00,64.00,16.40,80.40,29.20,,18.70,99.10,,,,,,
1048,18A-W30- r1048,6.1,,,2.95,,,,,,,,30.00149708,8.2,8.699912962,10.00007673,16,2199.959232,17.0016093,58,1.000035813,,,,,,,,,,,,,,30.00,8.20,8.70,10.00,,60.00,16.40,76.40,,,18.70,95.10,,,,,,
1049,18A-W29- r1049,6.1,,,4.51,,,,,9.999333777,,,30.00149708,8.2,8.699912962,13.00009975,24,5899.890668,26.00246128,66,2.300082371,,,,,,,,,,,,,10.00,30.00,8.20,8.70,13.00,20.00,60.00,16.40,76.40,28.20,,21.70,98.10,,,,,,
1050,18A-W31- r1050,6.1,,,5.31,,,,,10.99926716,,,32.00159689,8.2,21.9997799,15.0001151,28,6999.870284,19.00179863,58,2.300082371,,,,,,,,,,,,,11.00,32.00,8.20,22.00,15.00,22.00,64.00,16.40,80.40,29.20,,37.00,117.40,,,,,,
1051,18A-W32- r1051,6.1,,,8.65,,,,,20.99860093,,,45.00224562,12,60.99938973,31.00023786,32,4099.924023,12.00113597,66,1.300046557,,,,,,,,,,,,,21.00,45.00,12.00,61.00,31.00,42.00,90.00,24.00,114.00,36.00,,92.00,206.00,,,,,,
1052,18A-W33- r1052,6.1,,,8.10,,,,,19.99866755,,,42.00209591,12,56.99942975,28.00021484,30,3299.938848,12.00113597,64,1.000035813,,,,,,,,,,,,,20.00,42.00,12.00,57.00,28.00,40.00,84.00,24.00,108.00,34.00,,85.00,193.00,,,,,,
1053,18A-W34- r1053,6.1,,,8.90,,,,,17.9988008,,,45.00224562,12,60.99938973,28.00021484,43,8499.842488,25.00236661,76,1.800064464,,,,,,,,,,,,,18.00,45.00,12.00,61.00,28.00,36.00,90.00,24.00,114.00,39.00,,89.00,203.00,,,,,,
1054,18A-W44- r1054,5,1,6.92,6.66,69.99818791,57.89855936,101.9065856,,,,,20.0001378,8.197695506,8.700048588,5.099552551,26.00175298,9.600066142,0.03200022,0.060000413,3.90195966,,-4.446927362,0.144819107,,,-3.636120292,0.255550216,70.00,9.80,57.90,15.88,,,20.00,8.20,8.70,5.10,,40.00,16.40,56.40,,,13.80,70.20,-4.20,0.14,,,-3.39,0.26
1055,18A-W55- r1055,5,1,6.79,8.10,65.99821848,99.41588705,105.9029223,,,,,20.00011568,8.197686442,4.300019261,5.099546912,13.00086212,1.500008676,0.015000087,0.049000283,0.802477502,,-4.384173197,0.193200402,,,-3.314882194,0.20687822,66.00,9.24,99.42,18.98,,,20.00,8.20,4.30,5.10,,40.00,16.40,56.40,,,9.40,65.80,-4.36,0.19,,,-3.29,0.21
1056,18A-W65- r1056,5,1,6.2,5.41,22.99929534,75.1076976,75.93039714,,,,,10.00002139,,,2.599759538,6.100382296,0.900001925,0.007300016,0.027000058,0.608325861,,-5.706157632,0.18862604,,,-3.164544269,0.211516359,23.00,3.22,75.11,26.53,,,10.00,,,2.60,,20.00,,,,,,,-5.68,0.19,,,-3.14,0.21
1057,18A-W66- r1057,6.1,,,1.10,,,,,,,,10.00049903,,,2.60001995,10,2799.948114,13.00123064,29,1.100039395,,,,,,,,,,,,,,10.00,,,2.60,,20.00,,,,,,,,,,,,
1058,18A-W67- r1058,6.1,,,1.34,,,,,,,,10.00049903,,,2.60001995,14,3699.931436,18.00170396,31,1.300046557,,,,,,,,,,,,,,10.00,,,2.60,,20.00,,,,,,,,,,,,
1059,18A-W68- r1059,6.1,,,1.78,,,,,,,,15.00074854,4.1,4.299956981,5.100039132,13,1899.964791,15.00141997,38,0.700025069,,,,,,,,,,,,,,15.00,4.10,4.30,5.10,,30.00,8.20,38.20,,,9.40,47.60,,,,,,
1060,18A-W69- r1060,6.1,,,2.60,,,,,,,,20.00099805,8.2,4.299956981,7.700059082,20,4799.911052,24.00227195,45,1.600057301,,,,,,,,,,,,,,20.00,8.20,4.30,7.70,,40.00,16.40,56.40,,,12.00,68.40,,,,,,
1061,18A-W70- r1061,6.1,,,2.54,,,,,,,,20.00099805,8.2,4.299956981,7.700059082,19,4399.918464,23.00217728,47,1.400050139,,,,,,,,,,,,,,20.00,8.20,4.30,7.70,,40.00,16.40,56.40,,,12.00,68.40,,,,,,
1062,18A-W71- r1062,6.1,,,2.12,,,,,,,,20.00099805,4.1,8.699912962,7.700059082,12,2399.955526,8.700823582,37,1.100039395,,,,,,,,,,,,,,20.00,4.10,8.70,7.70,,40.00,8.20,48.20,,,16.40,64.60,,,,,,
1063,18A-W72- r1063,6.1,,,8.26,,,,,16.99886742,,,52.00259494,8.2,56.99942975,33.00025321,29,4099.924023,8.700823582,75,0.700025069,,,,,,,,,,,,,17.00,52.00,8.20,57.00,33.00,34.00,104.01,16.40,120.41,43.20,,90.00,210.40,,,,,,
1064,18A-W73- r1064,6.1,,,10.50,,,,,17.9988008,,,60.00299416,12,60.99938973,38.00029158,53,11999.77763,39.00369192,98,3.600128928,,,,,,,,,,,,,18.00,60.00,12.00,61.00,38.00,36.00,120.01,24.00,144.01,54.00,,99.00,243.01,,,,,,
1065,18A-W74- r1065,6.1,,,8.80,,,,,21.99853431,,,55.00274465,8.2,56.99942975,33.00025321,28,1699.968498,8.700823582,79,0.500017907,,,,,,,,,,,,,22.00,55.00,8.20,57.00,33.00,44.00,110.01,16.40,126.41,41.20,,90.00,216.41,,,,,,
1066,18A-W76- r1066,5,,,1.19,,,,,,,,12.00059883,4.1,,2.60001995,8.5,1799.966644,12.00113597,34,1.200042976,,,,,,,,,,,,,,12.00,4.10,,2.60,,24.00,8.20,32.20,,,,32.20,,,,,,
1067,18A-W89- r1067,5,1,6.42,8.03,45.99867567,110.2246596,110.8983432,,,,,17.00006778,4.098835854,,2.599764342,7.800503249,0.400001595,0.011000044,0.043000171,1.105217216,,-4.95218968,0.196666622,,,-3.07644129,0.203382097,46.00,6.44,110.22,30.87,,,17.00,4.10,,2.60,,34.00,8.20,42.20,,,,42.20,-4.95,0.20,,,-3.07,0.20
1068,18A-W101- r1068,5,1,6.91,7.37,65.99822773,83.98567771,96.91116477,,,,,20.00011849,8.197687591,4.300019863,5.099547627,16.00106331,2.700015996,0.017000101,0.056000332,1.20202453,,-4.293764966,0.188783965,,,-3.465939541,0.211323838,66.00,9.24,83.99,14.45,,,20.00,8.20,4.30,5.10,,40.00,16.40,56.40,,,9.40,65.80,-4.23,0.19,,,-3.41,0.21
1069,18A-W102- r1069,6.1,,,1.50,,,,,,,,15.00074854,4.1,,5.100039132,10,1399.974057,12.00113597,38,0.600021488,,,,,,,,,,,,,,15.00,4.10,,5.10,,30.00,8.20,38.20,,,,38.20,,,,,,
1070,18A-W103- r1070,6.1,,,1.80,,,,,,,,17.00084835,4.1,4.299956981,5.100039132,12,1599.970351,13.00123064,42,0.700025069,,,,,,,,,,,,,,17.00,4.10,4.30,5.10,,34.00,8.20,42.20,,,9.40,51.60,,,,,,
1071,18A-W104- r1071,6.1,,,2.02,,,,,,,,20.00099805,8.2,4.299956981,5.100039132,12,699.9870284,13.00123064,41,0.300010744,,,,,,,,,,,,,,20.00,8.20,4.30,5.10,,40.00,16.40,56.40,,,9.40,65.80,,,,,,
1072,18A-W105- r1072,6.1,,,2.02,,,,,,,,20.00099805,4.1,4.299956981,7.700059082,12,2099.961085,13.00123064,39,1.100039395,,,,,,,,,,,,,,20.00,4.10,4.30,7.70,,40.00,8.20,48.20,,,12.00,60.20,,,,,,
1073,18A-W106- r1073,6.1,,,2.02,,,,,,,,20.00099805,4.1,4.299956981,7.700059082,12,1699.968498,12.00113597,40,0.900032232,,,,,,,,,,,,,,20.00,4.10,4.30,7.70,,40.00,8.20,48.20,,,12.00,60.20,,,,,,
1074,18A-W107- r1074,6.1,,,3.38,,,,,,,,30.00149708,8.2,16.99982993,13.00009975,18,2699.949967,10.00094665,54,1.100039395,,,,,,,,,,,,,,30.00,8.20,17.00,13.00,,60.00,16.40,76.40,,,30.00,106.40,,,,,,
1075,18A-W108- r1075,6.1,,,7.17,,,,,16.99886742,,,45.00224562,8.2,38.99960983,26.0001995,27,2799.948114,11.00104131,67,1.000035813,,,,,,,,,,,,,17.00,45.00,8.20,39.00,26.00,34.00,90.00,16.40,106.40,36.20,,65.00,171.40,,,,,,
1076,18A-W109- r1076,6.1,,,7.57,,,,,19.99866755,,,47.00234543,8.2,42.99956981,26.0001995,26,1999.962938,9.500899313,73,0.800028651,,,,,,,,,,,,,20.00,47.00,8.20,43.00,26.00,40.00,94.00,16.40,110.40,35.20,,69.00,179.40,,,,,,
1077,18A-W24- r1077,7.3,,,6.73,,,,,12.99913391,,,35.00174659,16,12.99986994,10.00007673,50,13999.74057,43.00407058,75,4.700168323,,,,,,,,,,,,,13.00,35.00,16.00,13.00,10.00,26.00,70.00,32.00,102.00,38.00,,23.00,125.00,,,,,,
1078,18A-W112- r1078,5,1,6.6,17.83,89.99815744,173.6444044,175.8388144,24.0002953,22.99875066,,,50.00061521,15.99559003,17.00018699,9.999176787,19.0013839,0.10000123,0.020000246,0.110001353,0.503594352,,-4.029874663,0.199105552,-4.389058265,0.085829857,-2.965758655,0.200903208,90.00,12.60,173.64,39.22,175.75,23.00,50.00,16.00,17.00,10.00,46.00,100.00,31.99,131.99,43.00,136.00,27.00,158.99,-4.03,0.20,-4.39,0.09,-2.96,0.20
1079,18A-W125- r1079,5,1,7.03,24.20,173.9978039,227.4637033,234.7847806,,36.99828069,,,80.00161246,24.99330566,26.00049012,12.99903188,33.00266274,1.300026202,0.042000847,0.251005059,1.301709349,,-3.127540738,0.19834798,-3.996788966,0.085422802,-3.121998218,0.201660989,174.00,24.36,227.46,32.65,,37.00,80.00,24.99,26.00,13.00,74.00,160.00,49.99,209.99,68.00,247.99,39.00,248.99,-3.12,0.20,-4.00,0.09,-3.11,0.20
1080,18A-W139- r1080,5,1,6.73,16.19,108.9976997,175.7965851,183.8314878,,15.9991208,,,40.00046692,15.99557994,17.00017626,9.999170476,21.00151632,1.700019844,0.026000303,0.108001261,1.102971036,,-3.919225596,0.195398147,-4.639986605,0.086161531,-3.027602682,0.204662796,109.00,15.26,175.80,34.94,,16.00,40.00,16.00,17.00,10.00,32.00,80.00,31.99,111.99,40.00,141.00,27.00,138.99,-3.90,0.20,-4.64,0.09,-3.01,0.20
1081,18A-W155- r1081,5,1,6.96,14.13,116.9977012,123.7545532,165.8479727,,15.9991441,,,45.00059083,15.99560323,13.00015372,12.99894055,30.00220987,8.900116853,0.057000748,0.112001471,6.301942042,,-3.721411307,0.17841794,-4.589852176,0.086194954,-3.334561839,0.221778151,117.00,16.38,123.75,22.99,,16.00,45.00,16.00,13.00,13.00,32.00,90.00,31.99,121.99,45.00,149.00,26.00,147.99,-3.60,0.18,-4.59,0.09,-3.21,0.22
1082,18A-W168- r1082,5,1,6.38,9.46,44.99877161,106.6517385,115.893764,,9.999388565,,,20.00010958,8.197683942,4.300017949,5.099545357,12.00079214,2.100011506,0.016000088,0.049000268,1.305689027,,-4.964674839,0.189098214,-5.125984193,0.086305982,-3.075017022,0.211039443,45.00,6.30,106.65,32.83,,10.00,20.00,8.20,4.30,5.10,20.00,40.00,16.40,56.40,18.20,65.00,9.40,65.80,-4.93,0.19,-5.13,0.09,-3.04,0.21
1083,18A-W171- r1083,6.1,,,1.96,,,,,,,,20.00099805,8.2,4.299956981,5.100039132,11,699.9870284,12.00113597,47,0.900032232,,,,,,,,,,,,,,20.00,8.20,4.30,5.10,,40.00,16.40,56.40,,,9.40,65.80,,,,,,
